                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.8116,                 1.6117,                 2.2146,                0.51429,                0.63636,                0.54556,                0.25023,                 2.3798,                  1.754,                 2.9932,               0.001189,               0.001189,               0.001189
                     91,                 1.8996,                 1.6111,                 2.2878,                0.69086,                0.63636,                0.58444,                0.27335,                 2.2821,                 1.7005,                 2.9717,                0.00109,                0.00109,                0.00109
                     92,                 1.6798,                 1.6033,                 2.0957,                0.64854,                0.63636,                0.58315,                0.27605,                 2.3612,                 1.9336,                  2.988,               0.000991,               0.000991,               0.000991
                     93,                 1.7211,                 1.5789,                 2.1184,                0.54691,                0.54894,                 0.5248,                0.30389,                 2.1294,                 1.7411,                  2.805,               0.000892,               0.000892,               0.000892
                     94,                  1.766,                 1.8217,                 2.1458,                0.67987,                0.54545,                0.56435,                0.26738,                 2.2372,                 1.9565,                 2.8575,               0.000793,               0.000793,               0.000793
                     95,                 1.8044,                 1.6719,                 2.1533,                0.76754,                0.60286,                0.60032,                0.27187,                 2.0347,                 1.6826,                 2.8743,               0.000694,               0.000694,               0.000694
                     96,                 1.7069,                 1.5804,                 2.0872,                0.67785,                0.54545,                 0.6095,                0.29833,                 2.1703,                 1.7011,                 2.8175,               0.000595,               0.000595,               0.000595
                     97,                 1.9082,                 1.7368,                 2.2596,                0.73312,                0.50248,                0.60045,                0.31976,                 2.1239,                 1.7727,                 2.7384,               0.000496,               0.000496,               0.000496
                     98,                  1.787,                 1.8201,                 2.1944,                0.74116,                0.45455,                0.56614,                0.28425,                  2.129,                 1.8612,                 2.7485,               0.000397,               0.000397,               0.000397
                     99,                 1.8091,                 1.6473,                  2.185,                0.65158,                0.54545,                0.53227,                0.25972,                 2.1029,                 1.8359,                 2.7319,               0.000298,               0.000298,               0.000298
